Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
32.56,72.74,47.31,Đất mùn,Khoai tây,14,14,7,DAP
29.01,69.98,40.41,Đất mùn,Cây chuối,17,0,15,10-26-26
36.18,57.1,69.39,Đất thịt tơi xốp,Cây mía,17,0,34,14-35-14
36.38,55.25,66.99,Đất đỏ bazan,Cây lúa,19,0,22,Urea
35.93,62.65,54.57,Đất đỏ bazan,Các loại đậu,18,0,40,DAP
38.59,58.32,22.54,Đất cát,Cây bông,12,6,32,DAP
35.4,71.15,68.71,Đất thịt tơi xốp,Cây mía,25,0,19,DAP
35.82,67.5,35.88,Đất đỏ bazan,Các loại đậu,39,3,1,14-35-14
26.32,57.24,34.69,Đất đỏ bazan,Khoai tây,19,0,29,DAP
20.87,52.12,44.25,Đất mùn,Các loại đậu,19,0,21,Urea
28.55,52.81,50.01,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),13,3,40,28-28
23.55,44.85,38.3,Đất sét,Cây bắp,17,0,12,28-28
27.9,56.05,35.89,Đất đỏ bazan,Cây lúa,36,2,0,28-28
31.89,64.06,35.44,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),36,3,0,28-28
38.18,64.93,44.1,Đất đỏ bazan,Khoai tây,4,5,30,28-28
33.68,55.49,34.75,Đất thịt tơi xốp,Cây lúa,5,13,24,Urea
33.96,63.95,35.17,Đất mùn,Cây chuối,8,4,28,17-17-17
27.22,60.5,39.08,Đất đỏ bazan,Khoai tây,39,4,2,Urea
28.88,55.9,30.64,Đất mùn,Cây bông,16,4,7,Urea
27.05,61.36,20.0,Đất thịt tơi xốp,Cây đậu phộng (Lạc),7,4,36,17-17-17
24.86,53.59,48.95,Đất mùn,Cây chè,22,3,28,10-26-26
30.02,45.23,32.68,Đất cát,Cây mía,35,0,0,28-28
34.35,63.85,55.26,Đất mùn,Cây mía,36,0,1,DAP
31.31,63.35,63.08,Đất sét,Cây bắp,9,1,14,DAP
29.49,61.66,51.22,Đất cát,Cây bắp,15,0,14,14-35-14
36.16,61.54,37.54,Đất thịt tơi xốp,Cây chuối,11,2,37,DAP
30.06,50.33,41.32,Đất cát,Cây bông,36,0,0,17-17-17
26.23,63.15,63.34,Đất cát,Cây đậu phộng (Lạc),7,9,28,28-28
34.31,72.57,43.94,Đất đỏ bazan,Cây chuối,40,0,0,Urea
32.15,57.38,34.34,Đất mùn,Millets,19,0,34,14-35-14
31.4,63.38,33.1,Đất đỏ bazan,Các loại đậu,10,8,33,10-26-26
22.78,60.52,42.05,Đất đỏ bazan,Cây bắp,39,3,0,28-28
34.4,69.58,53.39,Đất đỏ bazan,Millets,37,4,0,DAP
29.5,52.2,23.95,Đất đỏ bazan,Các loại đậu,31,0,0,28-28
38.09,64.63,48.69,Đất sét,Các loại hạt (hạt mè, hạt  cải),7,13,10,20-20
32.69,64.23,53.47,Đất sét,Cây mía,3,17,18,DAP
31.0,69.87,70.0,Đất thịt tơi xốp,Khoai tây,8,12,10,10-26-26
26.94,56.72,39.94,Đất cát,Cây chè,8,18,10,28-28
34.54,69.83,51.36,Đất thịt tơi xốp,Cây đậu phộng (Lạc),8,0,33,Urea
27.54,61.58,33.57,Đất cát,Cây chuối,11,0,16,DAP
33.06,58.19,38.52,Đất cát,Cây bông,41,0,0,20-20
31.85,60.43,55.57,Đất thịt tơi xốp,Millets,7,15,14,17-17-17
30.72,58.92,37.12,Đất thịt tơi xốp,Khoai tây,40,0,0,14-35-14
30.93,51.93,59.3,Đất sét,Millets,12,0,30,Urea
32.82,51.28,43.6,Đất mùn,Các loại hạt (hạt mè, hạt  cải),12,4,15,DAP
38.48,75.65,60.75,Đất đỏ bazan,Cây chè,19,4,39,Urea
30.05,52.42,36.56,Đất sét,Khoai tây,8,1,10,17-17-17
32.52,68.89,20.1,Đất thịt tơi xốp,Cây bắp,10,1,41,10-26-26
36.56,57.49,36.1,Đất cát,Cây chè,36,4,0,14-35-14
35.24,58.34,70.0,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),16,2,41,14-35-14
36.62,59.89,60.47,Đất sét,Millets,32,0,2,DAP
36.55,74.21,57.63,Đất mùn,Cây bắp,8,9,26,10-26-26
28.24,54.65,34.37,Đất thịt tơi xốp,Cây chè,9,2,10,14-35-14
34.81,71.07,65.13,Đất cát,Cây đậu phộng (Lạc),9,8,19,20-20
33.96,61.85,38.37,Đất mùn,Cây chè,11,4,36,14-35-14
38.66,57.13,38.41,Đất đỏ bazan,Millets,26,0,17,Urea
31.6,44.66,29.0,Đất đỏ bazan,Khoai tây,36,0,0,10-26-26
29.13,60.0,59.01,Đất sét,Khoai tây,41,0,1,10-26-26
27.19,41.27,67.57,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),11,1,5,10-26-26
31.59,60.6,35.3,Đất cát,Millets,10,9,19,17-17-17
32.81,55.45,48.08,Đất mùn,Millets,0,16,15,28-28
32.75,63.09,59.4,Đất cát,Cây bắp,9,13,35,28-28
27.87,61.74,37.0,Đất sét,Millets,26,1,23,DAP
38.12,64.6,30.72,Đất thịt tơi xốp,Millets,36,0,3,10-26-26
22.16,53.56,37.96,Đất đỏ bazan,Cây đậu phộng (Lạc),16,8,9,14-35-14
38.32,64.18,57.84,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),26,1,14,10-26-26
33.42,63.69,60.05,Đất sét,Cây đậu phộng (Lạc),17,0,32,10-26-26
25.72,54.34,33.33,Đất cát,Cây bông,11,16,22,20-20
21.15,51.19,29.68,Đất đỏ bazan,Cây mía,13,14,10,28-28
34.09,70.6,61.54,Đất mùn,Cây mía,15,0,43,DAP
29.46,63.38,62.2,Đất thịt tơi xốp,Cây mía,13,0,11,10-26-26
25.92,43.31,64.77,Đất thịt tơi xốp,Các loại đậu,40,0,2,17-17-17
35.55,69.73,53.43,Đất mùn,Khoai tây,8,14,22,20-20
34.25,53.36,35.9,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),42,0,0,DAP
30.97,57.22,43.37,Đất thịt tơi xốp,Các loại đậu,13,0,36,17-17-17
35.2,68.47,37.24,Đất cát,Cây mía,12,2,37,10-26-26
38.71,73.81,59.76,Đất cát,Cây đậu phộng (Lạc),41,0,1,Urea
27.71,60.06,36.77,Đất đỏ bazan,Cây bông,28,0,19,DAP
37.03,63.45,41.49,Đất mùn,Các loại đậu,45,2,3,14-35-14
27.23,58.51,45.98,Đất mùn,Cây chè,35,0,0,14-35-14
26.97,48.53,43.66,Đất mùn,Cây bông,14,4,27,14-35-14
32.92,65.89,35.29,Đất cát,Cây lúa,9,4,9,17-17-17
34.48,69.0,39.73,Đất đỏ bazan,Cây đậu phộng (Lạc),14,3,37,28-28
33.94,63.51,41.89,Đất mùn,Cây đậu phộng (Lạc),22,1,18,17-17-17
24.62,49.8,42.81,Đất thịt tơi xốp,Cây lúa,6,0,18,10-26-26
25.36,63.37,30.4,Đất thịt tơi xốp,Khoai tây,19,0,25,14-35-14
26.91,59.1,36.25,Đất thịt tơi xốp,Cây bắp,38,2,0,28-28
29.0,55.01,42.96,Đất thịt tơi xốp,Các loại đậu,43,0,0,17-17-17
23.18,55.93,31.73,Đất cát,Cây chè,16,0,8,17-17-17
25.19,58.09,62.65,Đất sét,Khoai tây,7,3,13,Urea
30.44,67.97,37.89,Đất cát,Cây bắp,26,4,20,28-28
31.66,60.47,54.89,Đất thịt tơi xốp,Cây đậu phộng (Lạc),5,11,32,Urea
32.64,64.3,55.06,Đất đỏ bazan,Millets,27,0,21,20-20
35.96,77.25,46.31,Đất cát,Các loại đậu,9,14,16,10-26-26
27.57,53.84,61.93,Đất đỏ bazan,Cây lúa,40,0,2,28-28
35.24,70.01,41.45,Đất mùn,Cây chè,10,0,45,10-26-26
32.01,75.48,46.92,Đất mùn,Các loại đậu,9,4,39,28-28
28.57,68.99,26.74,Đất thịt tơi xốp,Cây bông,14,1,38,17-17-17
29.65,74.25,48.5,Đất sét,Cây chuối,15,13,12,20-20
31.88,54.26,51.83,Đất cát,Millets,20,1,15,14-35-14
30.33,61.47,37.93,Đất sét,Cây chè,13,10,20,10-26-26
34.43,71.22,33.72,Đất mùn,Khoai tây,36,0,3,17-17-17
30.99,57.9,54.41,Đất thịt tơi xốp,Millets,8,0,11,28-28
25.38,47.27,38.73,Đất cát,Cây mía,27,0,17,20-20
29.31,42.8,34.07,Đất mùn,Cây bông,10,20,20,14-35-14
22.93,58.67,22.0,Đất sét,Cây chuối,17,3,40,17-17-17
32.33,62.09,28.28,Đất đỏ bazan,Cây bắp,23,0,20,20-20
23.94,52.75,22.5,Đất đỏ bazan,Cây mía,11,0,7,17-17-17
26.11,44.04,20.63,Đất thịt tơi xốp,Cây bắp,16,1,15,14-35-14
34.03,68.66,20.0,Đất cát,Cây lúa,4,5,25,20-20
28.66,50.21,39.99,Đất sét,Cây đậu phộng (Lạc),13,0,43,10-26-26
29.25,57.38,56.74,Đất sét,Cây bông,35,0,0,20-20
26.73,63.35,28.54,Đất đỏ bazan,Cây bắp,7,1,18,14-35-14
29.75,52.14,42.92,Đất đỏ bazan,Các loại đậu,23,0,19,10-26-26
34.74,69.51,46.51,Đất đỏ bazan,Cây mía,9,22,21,10-26-26
25.21,53.68,31.32,Đất mùn,Cây mía,25,0,21,10-26-26
26.97,51.24,63.49,Đất mùn,Cây bông,36,4,0,Urea
31.39,63.52,49.6,Đất thịt tơi xốp,Millets,14,1,6,14-35-14
39.5,68.84,59.07,Đất cát,Các loại hạt (hạt mè, hạt  cải),40,0,3,17-17-17
34.34,68.17,58.41,Đất đỏ bazan,Cây bắp,12,8,18,28-28
32.1,63.35,34.52,Đất sét,Cây bông,11,0,43,14-35-14
30.78,59.71,47.46,Đất thịt tơi xốp,Cây chuối,7,0,34,10-26-26
27.6,61.78,39.37,Đất mùn,Cây lúa,37,0,0,20-20
30.31,50.02,52.94,Đất sét,Cây chè,8,0,37,10-26-26
28.01,66.74,40.07,Đất cát,Các loại hạt (hạt mè, hạt  cải),39,0,0,20-20
29.01,49.29,48.79,Đất thịt tơi xốp,Khoai tây,15,12,15,DAP
34.92,71.93,35.76,Đất cát,Các loại hạt (hạt mè, hạt  cải),14,0,37,14-35-14
27.61,59.67,27.04,Đất cát,Cây bắp,35,1,0,14-35-14
30.73,51.55,50.9,Đất cát,Cây chè,17,0,33,DAP
27.12,57.97,29.2,Đất đỏ bazan,Cây đậu phộng (Lạc),36,0,0,17-17-17
31.4,55.24,50.94,Đất sét,Cây lúa,22,0,16,17-17-17
32.58,72.75,56.62,Đất đỏ bazan,Cây bông,26,0,19,20-20
31.08,53.63,67.76,Đất đỏ bazan,Các loại đậu,16,0,37,Urea
22.92,58.85,40.66,Đất cát,Cây chuối,7,14,24,10-26-26
33.69,68.75,64.77,Đất cát,Cây bông,7,11,30,28-28
38.32,63.67,32.08,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),8,0,34,20-20
27.0,53.84,49.81,Đất sét,Cây bông,24,2,24,DAP
31.16,64.16,61.68,Đất cát,Cây bông,8,17,14,Urea
36.68,51.39,43.94,Đất đỏ bazan,Cây mía,13,0,37,Urea
29.88,69.91,32.28,Đất cát,Khoai tây,27,0,25,10-26-26
28.79,61.44,38.2,Đất cát,Các loại hạt (hạt mè, hạt  cải),45,3,4,DAP
38.44,70.05,40.58,Đất thịt tơi xốp,Cây chuối,6,17,19,10-26-26
33.82,74.87,62.48,Đất thịt tơi xốp,Khoai tây,7,17,9,DAP
31.87,58.58,44.74,Đất mùn,Khoai tây,38,0,0,10-26-26
35.06,66.92,66.68,Đất cát,Cây bắp,15,7,12,10-26-26
31.51,53.12,38.43,Đất mùn,Các loại hạt (hạt mè, hạt  cải),16,0,10,28-28
27.12,59.72,32.35,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),9,10,27,DAP
30.3,53.26,50.53,Đất thịt tơi xốp,Cây bắp,5,6,30,28-28
30.39,50.71,35.06,Đất sét,Millets,40,2,3,14-35-14
30.46,61.98,38.7,Đất đỏ bazan,Millets,41,0,0,14-35-14
32.91,59.28,65.83,Đất đỏ bazan,Cây bắp,34,3,0,DAP
36.53,68.28,24.67,Đất mùn,Millets,26,1,16,Urea
31.2,63.41,20.0,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),5,13,27,14-35-14
25.88,51.25,47.05,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),21,2,26,DAP
25.16,49.77,36.67,Đất mùn,Cây mía,10,14,17,Urea
37.12,73.59,58.49,Đất đỏ bazan,Cây đậu phộng (Lạc),34,3,0,Urea
32.36,68.52,44.89,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),11,3,43,20-20
33.07,59.3,29.82,Đất cát,Cây chè,10,2,33,DAP
33.7,54.7,46.14,Đất cát,Millets,8,4,38,10-26-26
27.23,66.64,23.67,Đất mùn,Cây chuối,39,4,0,17-17-17
29.68,59.72,38.04,Đất cát,Cây lúa,13,0,35,17-17-17
26.52,49.31,24.53,Đất mùn,Cây bắp,14,0,5,10-26-26
28.59,68.77,43.37,Đất sét,Các loại đậu,26,2,21,10-26-26
27.05,63.47,50.21,Đất thịt tơi xốp,Các loại đậu,1,21,19,14-35-14
26.85,55.04,32.87,Đất đỏ bazan,Các loại đậu,16,0,14,14-35-14
35.75,65.56,56.3,Đất mùn,Cây mía,11,0,37,14-35-14
30.32,57.25,49.76,Đất đỏ bazan,Millets,3,10,37,Urea
25.58,44.88,44.58,Đất mùn,Millets,9,8,11,DAP
36.84,69.25,34.94,Đất sét,Cây mía,16,4,18,10-26-26
26.6,59.53,54.76,Đất thịt tơi xốp,Cây bắp,7,16,13,14-35-14
30.17,51.46,26.6,Đất sét,Cây chè,5,15,15,DAP
23.42,58.92,31.9,Đất mùn,Cây bông,25,3,20,17-17-17
34.71,70.96,45.56,Đất mùn,Các loại hạt (hạt mè, hạt  cải),9,14,11,28-28
23.21,61.42,38.75,Đất đỏ bazan,Cây mía,9,1,10,Urea
28.66,55.38,60.99,Đất đỏ bazan,Cây bông,13,0,11,17-17-17
31.02,55.51,28.28,Đất cát,Cây chuối,12,2,17,28-28
31.18,61.94,25.48,Đất sét,Cây mía,10,3,36,Urea
29.41,59.37,32.03,Đất cát,Cây đậu phộng (Lạc),38,1,4,14-35-14
37.15,54.95,39.11,Đất đỏ bazan,Khoai tây,16,0,43,28-28
33.32,69.38,35.87,Đất sét,Cây lúa,11,3,28,DAP
24.37,53.17,55.48,Đất đỏ bazan,Cây chuối,11,0,36,DAP
27.64,40.23,66.03,Đất đỏ bazan,Cây mía,38,3,3,Urea
25.47,54.39,36.46,Đất thịt tơi xốp,Khoai tây,37,0,4,Urea
35.97,56.77,47.57,Đất thịt tơi xốp,Cây bắp,5,15,21,DAP
29.73,55.37,43.18,Đất đỏ bazan,Cây bắp,25,3,25,14-35-14
30.34,70.27,32.51,Đất mùn,Khoai tây,6,11,33,10-26-26
24.16,62.88,41.92,Đất sét,Cây bông,19,0,21,DAP
36.79,58.13,54.07,Đất đỏ bazan,Khoai tây,20,3,15,14-35-14
35.66,58.0,53.6,Đất cát,Cây chè,11,16,15,DAP
31.46,52.2,31.78,Đất mùn,Cây đậu phộng (Lạc),24,0,23,28-28
27.52,50.05,30.28,Đất sét,Cây mía,15,1,12,20-20
31.72,56.61,58.53,Đất cát,Cây chuối,37,0,0,17-17-17
30.56,61.41,56.55,Đất đỏ bazan,Khoai tây,4,0,14,14-35-14
36.1,60.94,59.0,Đất sét,Khoai tây,35,2,2,20-20
31.44,54.65,44.13,Đất cát,Các loại đậu,25,0,19,28-28
35.97,67.11,42.9,Đất sét,Khoai tây,3,11,31,DAP
24.32,56.99,61.02,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),32,2,1,14-35-14
28.32,58.66,47.07,Đất sét,Cây chè,16,1,38,20-20
32.94,58.34,26.77,Đất cát,Cây chè,40,0,0,Urea
34.71,60.07,27.77,Đất cát,Cây bắp,17,4,23,10-26-26
26.56,53.14,68.28,Đất sét,Millets,13,0,10,17-17-17
28.67,46.65,41.01,Đất sét,Cây bắp,39,0,0,Urea
38.53,71.59,55.4,Đất mùn,Cây chè,42,0,0,17-17-17
26.85,57.04,22.3,Đất đỏ bazan,Cây bông,16,0,41,17-17-17
37.69,56.38,57.45,Đất sét,Cây mía,7,2,8,10-26-26
30.5,44.64,38.98,Đất thịt tơi xốp,Cây bắp,40,0,1,20-20
26.28,48.68,70.0,Đất đỏ bazan,Cây mía,34,4,2,Urea
25.57,62.06,37.05,Đất sét,Cây mía,12,4,13,20-20
36.47,68.04,31.14,Đất thịt tơi xốp,Cây đậu phộng (Lạc),15,0,34,14-35-14
29.61,61.46,58.05,Đất sét,Cây bắp,13,15,16,20-20
32.27,43.73,42.3,Đất đỏ bazan,Cây đậu phộng (Lạc),11,0,31,10-26-26
32.45,72.32,58.58,Đất đỏ bazan,Cây mía,35,4,4,17-17-17
31.45,59.69,21.84,Đất sét,Cây bông,36,2,3,20-20
30.78,58.79,47.7,Đất sét,Cây mía,27,4,19,DAP
34.17,50.98,30.6,Đất thịt tơi xốp,Cây lúa,14,0,42,Urea
28.46,59.53,22.83,Đất cát,Các loại hạt (hạt mè, hạt  cải),40,4,0,28-28
31.84,70.47,33.25,Đất cát,Cây lúa,5,4,34,DAP
32.44,68.93,49.8,Đất thịt tơi xốp,Millets,41,1,1,17-17-17
29.94,66.26,49.69,Đất sét,Cây chuối,11,0,5,20-20
31.34,71.35,48.67,Đất thịt tơi xốp,Khoai tây,10,15,12,20-20
25.63,62.91,41.61,Đất sét,Cây chè,20,0,22,DAP
34.35,55.97,36.25,Đất sét,Millets,33,1,0,20-20
30.51,65.48,56.53,Đất sét,Cây bông,6,5,27,17-17-17
37.83,68.34,49.42,Đất thịt tơi xốp,Millets,38,0,0,14-35-14
24.16,50.01,55.95,Đất cát,Cây mía,3,10,28,28-28
30.37,56.03,56.06,Đất đỏ bazan,Cây chuối,26,0,14,14-35-14
20.52,53.81,70.0,Đất thịt tơi xốp,Cây mía,7,4,9,14-35-14
30.38,62.75,49.15,Đất mùn,Millets,9,0,31,DAP
26.95,66.15,29.7,Đất sét,Cây bắp,37,0,0,10-26-26
30.91,45.69,26.52,Đất đỏ bazan,Millets,17,0,13,17-17-17
28.2,65.07,29.22,Đất thịt tơi xốp,Các loại đậu,3,12,33,28-28
33.24,67.96,42.8,Đất thịt tơi xốp,Cây đậu phộng (Lạc),14,0,36,DAP
26.61,61.2,31.07,Đất mùn,Cây mía,8,2,10,14-35-14
30.87,49.79,47.29,Đất cát,Cây chè,23,0,24,20-20
29.27,66.25,31.4,Đất mùn,Cây lúa,19,2,22,10-26-26
23.6,58.44,26.7,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),28,0,14,28-28
36.42,67.17,50.44,Đất cát,Cây bông,36,3,0,28-28
20.0,55.62,31.35,Đất mùn,Cây đậu phộng (Lạc),9,20,16,17-17-17
29.8,56.47,33.35,Đất sét,Cây chuối,18,4,23,28-28
29.62,47.21,39.21,Đất thịt tơi xốp,Cây bông,38,0,0,Urea
22.62,42.74,22.19,Đất mùn,Cây mía,18,15,9,14-35-14
25.29,46.46,44.88,Đất thịt tơi xốp,Millets,9,14,10,Urea
32.55,48.07,47.11,Đất sét,Millets,37,0,1,28-28
32.87,61.85,40.26,Đất thịt tơi xốp,Cây mía,13,1,9,Urea
26.11,61.27,51.36,Đất thịt tơi xốp,Cây đậu phộng (Lạc),35,4,3,20-20
31.87,60.06,34.29,Đất thịt tơi xốp,Cây đậu phộng (Lạc),9,2,25,28-28
32.58,48.15,44.44,Đất mùn,Cây lúa,43,1,0,28-28
29.57,61.98,37.31,Đất sét,Cây mía,14,0,37,28-28
27.54,61.78,69.59,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),10,10,29,DAP
35.8,70.42,24.42,Đất cát,Cây bông,19,2,24,28-28
30.64,43.47,43.45,Đất sét,Khoai tây,20,2,16,10-26-26
33.81,60.32,39.79,Đất mùn,Millets,11,0,13,20-20
32.19,56.71,42.67,Đất sét,Cây đậu phộng (Lạc),19,1,19,17-17-17
24.9,56.17,38.53,Đất mùn,Các loại đậu,3,22,16,20-20
30.68,53.52,44.75,Đất đỏ bazan,Cây bông,12,0,13,DAP
27.75,51.19,44.54,Đất đỏ bazan,Khoai tây,6,17,17,DAP
32.06,56.81,35.82,Đất thịt tơi xốp,Cây mía,17,0,21,14-35-14
32.21,61.12,67.23,Đất sét,Cây lúa,14,16,10,10-26-26
33.28,65.51,47.53,Đất sét,Cây chè,16,0,10,14-35-14
26.89,53.69,24.47,Đất mùn,Cây bông,12,3,27,10-26-26
31.99,66.28,51.34,Đất đỏ bazan,Cây bắp,22,0,14,DAP
40.0,75.62,45.82,Đất thịt tơi xốp,Cây bông,37,0,0,17-17-17
39.55,77.65,32.25,Đất cát,Cây lúa,39,0,0,DAP
31.1,54.3,49.85,Đất cát,Millets,26,0,17,17-17-17
30.71,50.67,62.58,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),10,11,33,Urea
36.09,74.92,37.36,Đất đỏ bazan,Cây bắp,13,4,34,DAP
32.41,73.63,40.09,Đất mùn,Cây mía,42,0,0,DAP
20.41,47.39,70.0,Đất mùn,Cây lúa,9,0,12,14-35-14
39.16,63.48,44.6,Đất thịt tơi xốp,Millets,9,12,32,17-17-17
29.43,48.63,56.66,Đất đỏ bazan,Cây chuối,23,0,21,17-17-17
25.23,48.9,32.37,Đất sét,Cây lúa,35,0,1,20-20
27.82,57.4,31.09,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),42,0,0,28-28
26.28,53.62,61.96,Đất mùn,Cây lúa,13,10,29,Urea
29.07,44.79,38.69,Đất thịt tơi xốp,Cây lúa,39,0,0,DAP
29.07,56.85,52.96,Đất sét,Các loại hạt (hạt mè, hạt  cải),21,0,22,17-17-17
27.78,53.53,62.54,Đất thịt tơi xốp,Cây chuối,13,8,10,DAP
31.27,64.6,62.52,Đất mùn,Các loại đậu,6,4,29,28-28
23.13,50.43,38.07,Đất sét,Cây lúa,32,4,0,28-28
30.36,62.15,33.85,Đất cát,Các loại đậu,36,3,0,Urea
27.51,66.12,33.06,Đất sét,Khoai tây,26,0,23,DAP
36.98,65.69,42.05,Đất mùn,Các loại hạt (hạt mè, hạt  cải),40,0,4,20-20
24.77,53.31,26.82,Đất cát,Cây bắp,8,1,5,20-20
29.73,65.86,46.73,Đất sét,Khoai tây,40,3,0,17-17-17
28.3,50.98,67.77,Đất thịt tơi xốp,Cây chuối,14,0,18,DAP
35.46,67.95,51.35,Đất mùn,Cây lúa,14,0,38,Urea
38.51,72.13,44.07,Đất cát,Millets,14,3,39,Urea
26.83,56.77,54.59,Đất mùn,Các loại đậu,24,1,15,17-17-17
34.03,53.39,46.23,Đất thịt tơi xốp,Khoai tây,11,10,18,Urea
34.11,57.79,43.23,Đất đỏ bazan,Cây mía,26,1,23,17-17-17
23.16,58.93,47.74,Đất mùn,Millets,1,13,12,28-28
22.4,57.86,63.99,Đất mùn,Các loại đậu,10,0,8,Urea
25.11,62.03,42.44,Đất đỏ bazan,Cây chè,33,2,1,14-35-14
30.54,67.81,51.69,Đất sét,Cây bắp,34,0,0,Urea
40.0,77.33,57.68,Đất cát,Các loại đậu,35,0,0,14-35-14
29.77,67.26,46.16,Đất cát,Khoai tây,20,0,18,10-26-26
28.57,63.78,31.25,Đất thịt tơi xốp,Cây lúa,17,0,39,Urea
40.0,78.33,45.34,Đất thịt tơi xốp,Cây bắp,36,0,0,DAP
28.38,52.69,45.92,Đất cát,Khoai tây,9,5,30,DAP
25.14,49.84,20.0,Đất thịt tơi xốp,Cây bắp,15,16,10,10-26-26
32.76,59.14,55.84,Đất sét,Các loại hạt (hạt mè, hạt  cải),11,16,8,20-20
28.16,54.87,44.86,Đất sét,Khoai tây,10,4,4,14-35-14
32.63,54.58,41.18,Đất sét,Cây lúa,38,0,3,28-28
28.25,53.46,37.81,Đất cát,Các loại hạt (hạt mè, hạt  cải),12,0,36,14-35-14
27.1,58.81,28.94,Đất cát,Cây bắp,9,1,16,17-17-17
31.7,56.91,48.75,Đất thịt tơi xốp,Cây bắp,19,0,18,17-17-17
33.32,59.59,41.45,Đất đỏ bazan,Cây chuối,7,14,16,10-26-26
29.16,54.43,24.67,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),42,0,0,Urea
33.63,64.13,34.63,Đất cát,Cây bông,13,1,9,10-26-26
33.46,62.58,24.01,Đất sét,Các loại hạt (hạt mè, hạt  cải),1,14,17,DAP
29.49,61.99,38.54,Đất sét,Cây đậu phộng (Lạc),10,1,37,28-28
37.73,78.44,43.81,Đất mùn,Cây bắp,5,6,23,DAP
32.28,57.19,36.23,Đất đỏ bazan,Cây chuối,10,0,43,10-26-26
32.34,69.02,43.22,Đất đỏ bazan,Cây đậu phộng (Lạc),10,2,10,17-17-17
30.69,61.53,44.72,Đất cát,Cây đậu phộng (Lạc),12,10,8,17-17-17
28.05,59.27,27.07,Đất đỏ bazan,Cây chè,7,3,13,20-20
36.17,61.99,40.86,Đất sét,Các loại đậu,8,0,41,28-28
26.77,64.03,57.33,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),9,5,27,20-20
33.21,59.82,45.42,Đất mùn,Cây bông,20,0,17,10-26-26
30.82,55.95,70.0,Đất mùn,Cây chuối,40,0,1,10-26-26
34.65,70.51,57.0,Đất thịt tơi xốp,Khoai tây,40,0,3,28-28
30.43,70.25,53.78,Đất đỏ bazan,Cây bắp,11,9,18,17-17-17
22.87,45.11,21.74,Đất thịt tơi xốp,Cây mía,13,13,13,DAP
22.79,48.84,56.1,Đất thịt tơi xốp,Cây lúa,6,0,12,Urea
26.32,63.21,69.24,Đất đỏ bazan,Cây bắp,14,0,37,17-17-17
31.25,69.0,50.68,Đất cát,Cây bắp,13,9,35,17-17-17
31.95,57.54,27.63,Đất mùn,Millets,8,15,20,17-17-17
27.03,63.0,44.8,Đất mùn,Cây bắp,8,17,18,DAP
39.45,77.38,41.31,Đất đỏ bazan,Khoai tây,8,1,42,10-26-26
27.13,53.92,67.62,Đất thịt tơi xốp,Khoai tây,9,7,25,Urea
31.83,61.48,51.62,Đất sét,Cây đậu phộng (Lạc),9,0,32,14-35-14
21.37,57.03,60.02,Đất cát,Millets,6,0,9,17-17-17
28.78,45.41,33.28,Đất đỏ bazan,Millets,12,3,29,17-17-17
33.44,67.72,40.98,Đất mùn,Cây bắp,13,6,33,DAP
33.14,57.63,47.22,Đất mùn,Cây chè,14,0,12,Urea
29.37,74.97,35.82,Đất đỏ bazan,Các loại đậu,21,0,24,10-26-26
28.65,63.42,42.26,Đất mùn,Cây chuối,21,1,17,10-26-26
28.31,57.46,30.33,Đất cát,Millets,37,0,4,14-35-14
37.01,59.22,39.3,Đất cát,Cây bông,11,0,37,14-35-14
24.68,49.73,57.68,Đất thịt tơi xốp,Khoai tây,36,0,0,17-17-17
23.48,47.26,34.88,Đất mùn,Khoai tây,18,0,21,Urea
34.27,69.31,41.01,Đất mùn,Các loại hạt (hạt mè, hạt  cải),38,0,0,17-17-17
24.87,66.48,38.24,Đất thịt tơi xốp,Cây đậu phộng (Lạc),13,17,16,17-17-17
31.6,46.43,60.07,Đất mùn,Cây chè,35,0,0,17-17-17
33.9,64.42,47.41,Đất cát,Millets,23,0,13,28-28
29.68,61.79,25.12,Đất mùn,Cây chuối,40,3,0,20-20
36.07,67.14,27.42,Đất sét,Các loại hạt (hạt mè, hạt  cải),35,1,0,Urea
30.88,47.99,36.9,Đất cát,Khoai tây,44,0,3,DAP
